speciesId	compartment	initialConcentration	annotation	Source Mapping	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
cyt_prot_p_MAPK__p_p_MAP2K_	Cytoplasm	0.2393166493	Q02750, P36507, Q16644, P28482	pERK_ppMEK	MAPK1, MAPK3, MAP2K1, MAP2K2	ENSG00000100030	ENSG00000102882	ENSG00000169032	ENSG00000126934								
cyt_prot_RPS6KA__p_p_MAPK_	Cytoplasm	0.6886479027	Q15418, Q15349, P51812, O75676, Q16644, P28482	RSK_ppERK	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, MAPK1, MAPK3	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302	ENSG00000100030	ENSG00000102882						
nuc_prot_p_RPS6KA__DUSP1_	Nucleus	3.25E-06	Q15418, Q15349, P51812, O75676, P28562	pRSKnuc_MKP1	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, DUSP1	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302	ENSG00000120129							
nuc_prot_p_p_MAPK__DUSP1_	Nucleus	1.34E-05	Q16644, P28482, P28562	ppERKnuc_MKP1	MAPK1, MAPK3, DUSP1	ENSG00000100030	ENSG00000102882	ENSG00000120129									
nuc_prot_FOS__p_RPS6KA_	Nucleus	0.004741987248	P01100, Q15418, Q15349, P51812, O75676	cFos_pRSKnuc	FOS, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000170345	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302							
nuc_prot_FOS__p_p_MAPK_	Nucleus	0.0194696072	P01100, Q16644, P28482	cFos_ppERKnuc	FOS, MAPK1, MAPK3	ENSG00000170345	ENSG00000100030	ENSG00000102882									
cyt_prot_PEBP1__DAG1__PRKC_	Cytoplasm	1.47E-12	P30086, Q14118, P17252, P05771, P05129, Q05655	RKIP_DAG_PKC	PEBP1, DAG1, PRKCA, PRKCB, PRKCG, PRKCD	ENSG00000089220	ENSG00000173402	ENSG00000154229	ENSG00000166501	ENSG00000126583	ENSG00000163932						
cyt_prot_PIP3__PTEN_	Cytoplasm	0.003383520066	CHEBI:16618, P60484	PIP3_PTEN	PTEN	ENSG00000171862											
cyt_prot_PIP3__AKT__PIP3__PDK1_	Cytoplasm	0.0004531593108	CHEBI:16618, P31751, P31749, O15530, Q9Y243	PIP3_AKT_PIP3_PDK1	AKT1, AKT2, PDPK1	ENSG00000142208	ENSG00000105221	ENSG00000140992									
cyt_prot_PIP3__p_AKT__MTORC2_	Cytoplasm	0.0003899231479	P31749, Q9Y243, CHEBI:16618, P31751	PIP3_pAKT_mTORC2	AKT1, AKT2, MTOR	ENSG00000142208	ENSG00000105221	ENSG00000198793									
cyt_prot_GSK3B__p_p_AKT_	Cytoplasm	0.01442675343	P31749, P31751, Q9Y243	GSK3b_ppAKT	GSK3B, AKT1, AKT2	ENSG00000082701	ENSG00000142208	ENSG00000105221									
cyt_prot_TSC2__p_p_AKT_	Cytoplasm	0.0006788367848	Q9Y243, P31751, P31749, P49815	TSC2_ppAKT	TSC2, AKT1, AKT2	ENSG00000103197	ENSG00000142208	ENSG00000105221									
cyt_prot_TSC2__p_p_MAPK_	Cytoplasm	0.001896455965	P49815, P28482, Q16644	NF1_pp_ERK	TSC2, MAPK1, MAPK3	ENSG00000103197	ENSG00000100030	ENSG00000102882									
cyt_prot_RHEB__GTP__TSC_	Cytoplasm	0	Q15382, CHEBI:15996, Q92574, P49815	RhebT_TSC	RHEB, TSC1, TSC2	ENSG00000106615	ENSG00000165699	ENSG00000103197									
cyt_prot_EIF4EBP1__a_MTORC1_	Cytoplasm	0.001103027667	Q13541, P42345, Q8N122	EIF4EBP1_mTORC1active	EIF4EBP1, MTOR	ENSG00000187840	ENSG00000198793										
cyt_prot_RPS6KB1__a_MTORC1_	Cytoplasm	0.003115521642	P23443, P42345, Q8N122	S6K_mTORC1active	S6K, MTOR	ENSG00000108443	ENSG00000198793										
cyt_prot_FOXO3__p_p_AKT_	Cytoplasm	0.0005328652799	P31749, P31751, Q9Y243	FOXO_ppAKT	FOXO3, AKT1, AKT2	ENSG00000118689	ENSG00000142208	ENSG00000105221									
cyt_prot_PI3KC__PI3KR__a_MTORC1_	Cytoplasm	0.0003401418026	P42336, P42338, P48736, O00329, P27986, O00459, Q92569, Q99570, P42345, Q8N122	PI3K1_mTORC1active	PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4, MTOR	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	ENSG00000198793			
cyt_prot_p_MAPK__DUSP6_	Cytoplasm	4.04E-05	P28482, Q02750, Q16644, P36507, Q16828	pERK_MKP3	MAPK1, MAPK3, DUSP6	ENSG00000100030	ENSG00000102882	ENSG00000139318									
cyt_prot_p_p_MAPK__DUSP6_	Cytoplasm	0	P28482, Q02750, Q16644, P36507, Q16828	ppERK_MKP3	MAPK1, MAPK3, DUSP6	ENSG00000100030	ENSG00000102882	ENSG00000139318									
cyt_prot_p_p_MAPK__p_DUSP1_	Cytoplasm	0.0001027622895	P28482, Q02750, Q16644, P36507, P28562, P28562	ppERKnuc_pMKP1	MAPK1, MAPK3, DUSP1	ENSG00000100030	ENSG00000102882	ENSG00000120129									
cyt_prot__RAS__GTP__BRAF_	Cytoplasm	0.1161464233	P01111,  CHEBI:15996, P01116, P01112, 	RasT_BRaf	NRAS, KRAS, HRAS, BRAF	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764								
cyt_prot__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.001348969533	P01111,  CHEBI:15996, P01116, P01112, 	RasT_BRaf_BRaf	NRAS, KRAS, HRAS, BRAF	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764								
cyt_prot__MAP2K__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.00153009651	Q02750, P36507, P01111,  CHEBI:15996, P01116, P01112, 	MEK_RasT_BRaf_BRaf	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764						
cyt_prot_p_MAP2K__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.0002003216054	Q02750, P36507, P01111,  CHEBI:15996, P01116, P01112, 	pMEK_RasT_BRaf_BRaf	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764						
cyt_prot_EIF4E_	Cytoplasm	235.6398262	P06730	EIF4E	EIF4E	ENSG00000151247											
cyt_prot_EIF4EBP1__EIF4E_	Cytoplasm	15.3170243	Q13541, P06730	EIF4EBP1_EIF4E	EIF4EBP1, EIF4E	ENSG00000187840	ENSG00000151247										
cyt_prot__RAS__GTP__RAF1__RAF1_	Cytoplasm	0.08304725671	P01111, CHEBI:15996, P01116, P01112, 	RasT_CRaf_CRaf	NRAS, KRAS, HRAS, RAF1	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155								
cyt_prot_MAP2K__RAS__GTP__RAF1__RAF1_	Cytoplasm	0.5180873096	Q02750, P36507, P01111, CHEBI:15996, P01116, P01112, 	MEK_RasT_CRaf_CRaf	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, RAF1	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155						
cyt_prot_p_MAP2K__RAS__GTP__CRAF__CRAF_	Cytoplasm	0.06782845453	Q02750, P36507, P01111, CHEBI:15996, P01116, P01112, 	pMEK_RasT_CRaf_CRaf	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, RAF1	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155						
nuc_prot_FOXO3_	Nucleus	9.030426687	O43524	FOXOnuc	FOXO3	ENSG00000118689											
cyt_prot_i_MAP2K_	Cytoplasm	0	Q02750, P36507	MEKi	MEKi3, MEKi1, MEKi2												
cyt_prot_i_MAP2K__p_p_MAP2K_	Cytoplasm	0	Q02750, P36507	MEKi_ppMEK	MEKi3, MEK1, MEK2												
cyt_prot_i_AKT_	Cytoplasm	0	P31749, P31751, Q9Y243	AKTi	AKTi3, AKTi1, AKTi2												
cyt_prot_i_AKT__AKT_	Cytoplasm	0	P31749, P31751, Q9Y243	AKTi_AKT	AKTi3, AKT1, AKT2												
cyt_mrna_TOTAL	Cytoplasm	37.68942105	ChEBI:33699	mT	mT3, T1, T2												
cyt_mixed_EIF4E__mrna_TOTAL	Cytoplasm	88.80980732	ChEBI:33699, P06730	EIF4E_mT	EIF4E	ENSG00000151247											
cyt_prot_IFNGR_	Cytoplasm	0.7885015722	P15260, P38484	IFR	IFNGR1, IFNGR2	ENSG00000027697, ENSG00000159128											
cyt_prot_JAK_	Cytoplasm	12.90983459	P23458, O60674	JAK	JAK1 JAK2	ENSG00000162434	ENSG00000096968										
cyt_prot_IFNGR__JAK_	Cytoplasm	20.35697717	P15260, P38484, P23458, O60674	RJ													
cyt_prot_IFNG__IFNGR__JAK_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674	IFNRJ													
cyt_prot_IFNG__IFNGR__JAK__IFNGR__JAK_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674	IFNRJ2													
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674	IFNRJ2s													
cyt_prot_STAT1_	Cytoplasm	27.33330844	P42224	STAT1	STAT1	ENSG00000115415											
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__STAT1_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, P42224	IFNRJ2s_STAT1													
cyt_prot_p_STAT1_	Cytoplasm	0	P42224	STAT1s													
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__p_STAT1_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, P42224	IFNRJ2s_STAT1s													
cyt_prot_p_STAT1__p_STAT1_	Cytoplasm	0	P42224	STAT1s_STAT1s													
cyt_prot_PTPN11_	Cytoplasm	56.22284261	Q06124-2	SHP2	PTPN11	ENSG00000179295											
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, Q06124-2	IFNRJ2s_SHP2													
cyt_prot_PTPN1_	Cytoplasm	28.11142131	P18031	PPX													
cyt_prot_p_STAT1__PTPN1_	Cytoplasm	0	P42224,P18031	STAT1s_PPX													
cyt_prot_STAT1__p_STAT1_	Cytoplasm	0	P42224	STAT1_STAT1s													
nuc_prot_p_STAT1__p_STAT1_	Nucleus	0	P42224	STAT1snuc_STAT1snuc													
nuc_prot_p_STAT1_	Nucleus	0	P42224	STAT1snuc													
nuc_prot_PTPN2_	Nucleus	28.11142131	P17706-2	PPN													
nuc_prot_p_STAT1__PTPN2_	Nucleus	0	P42224, P17706-2	STAT1snuc_PPN													
nuc_prot_STAT1_	Nucleus	0	P42224	STAT1nuc													
nuc_prot_STAT1__p_STAT1_	Nucleus	0	P42224	STAT1nuc_STAT1snuc													
cyt_prot_SOCS1_	Cytoplasm	0	O15524	SOCS1	SOCS1	ENSG00000185338											
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__SOCS1_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, O15524	IFNRJ2s_SOCS1													
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11__SOCS1__STAT1_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, Q06124-2, O15524, P42224	IFNRJ2s_SHP2_SOCS1_STAT1	d												
cyt_prot_p_STAT1__p_STAT1__PTPN1_	Cytoplasm	0	P42224,P18031	STAT1s_STAT1s_PPX													
nuc_prot_p_STAT1__p_STAT1__PTPN2_	Nucleus	0	P42224, P17706-2	STAT1snuc_STAT1snuc_PPN													
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__SOCS1__STAT1_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, O15524, P42224	IFNRJ2s_SOCS1_STAT1													
exc_prot_IFNG_	Extracellular	0	P01579	IFN	IFNG	ENSG00000111537											
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11__STAT1_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, Q06124-2, P42224	IFNRJ2s_SHP2_STAT1													
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11__SOCS1_	Cytoplasm	0	P01579, P15260, P38484, P23458, O60674, Q06124-2, O15524	IFNRJ2s_SHP2_SOCS1													
cyt_prot_IFNG__INFGR_	Cytoplasm	0	P01579, P15260, P38484		IFNG, IFNGR1, IFNGR2	ENSG00000027697, ENSG00000159128											
cyt_mrna_TP53_201_	Cytoplasm	0.002529984	ENST00000269305.9	m_TP53	TP53	ENSG00000141510											
cyt_mrna_MDM2_202_	Cytoplasm	0.0158124	ENST00000258149.11	m_MDM2	MDM2	ENSG00000135679											
cyt_mrna_PPM1D_201_	Cytoplasm	0.0006324961	ENST00000305921.8	m_PPM1D	PPM1D	ENSG00000170836											
cyt_mrna_ATM_229_	Cytoplasm	0.0009487441	ENST00000675843.1	m_ATM	ATM	ENSG00000149311											
cyt_mrna_ATR_201_	Cytoplasm	0.0006324961	ENST00000350721.9	m_ATR	ATR	ENSG00000175054											
cyt_mrna_RB1_201_	Cytoplasm	0.005376217	ENST00000267163.6	m_RB1	RB1	ENSG00000139687											
cyt_mrna_E2F1_201_	Cytoplasm	0.005376217	ENST00000343380.6	m_E2F1	E2F1	ENSG00000101412											
cyt_mrna_E2F2_203_	Cytoplasm	0.005376217	ENST00000634683.2	m_E2F2	E2F2	ENSG00000007968											
cyt_mrna_E2F3_201_	Cytoplasm	0.005376217	ENST00000346618.8	m_E2F3	E2F3	ENSG00000112242											
cyt_mrna_CCND1_201_	Cytoplasm	0.001897488	ENST00000227507.3	m_CCND1	CCND1	ENSG00000110092											
cyt_mrna_CCND2_201_	Cytoplasm	0.000316248	ENST00000261254.8	m_CCND2	CCND2	ENSG00000118971											
cyt_mrna_CCND3_203_	Cytoplasm	0.0006324961	ENST00000372991.9	m_CCND3	CCND3	ENSG00000112576											
cyt_mrna_CCNE1_201_	Cytoplasm	0.005376217	ENST00000262643.8	m_CCNE1	CCNE1	ENSG00000105173											
cyt_mrna_CCNE2_201_	Cytoplasm	0.005376217	ENST00000308108.9	m_CCNE2	CCNE2	ENSG00000175305											
cyt_mrna_SKP2_202_	Cytoplasm	0.005376217	ENST00000274255.11	m_SKP2	SKP2	ENSG00000145604											
cyt_mrna_CDC25A_201_	Cytoplasm	0.005376217	ENST00000302506.8	m_CDC25A	CDC25A	ENSG00000164045											
cyt_mrna_CDC25B_201_	Cytoplasm	0.005376217	ENST00000245960.10	m_CDC25B	CDC25B	ENSG00000101224											
cyt_mrna_CDC25C_201_	Cytoplasm	0.005376217	ENST00000323760.11	m_CDC25C	CDC25C	ENSG00000158402											
cyt_mrna_CCNA2_201_	Cytoplasm	0.005376217	ENST00000274026.10	m_CCNA2	CCNA2	ENSG00000145386											
cyt_mrna_CDKN1B_201_	Cytoplasm	0.005376217	ENST00000228872.9	m_CDKN1B	CDKN1B	ENSG00000111276											
cyt_mrna_CDH1_201_	Cytoplasm	0.005376217	ENST00000261769.10	m_CDH1	CDH1	ENSG00000039068											
cyt_mrna_CCNB1_201_	Cytoplasm	0.005376217	ENST00000256442.10	m_CCNB1	CCNB1	ENSG00000134057											
cyt_mrna_CDC20_201_	Cytoplasm	0.005376217	ENST00000310955.11	m_CDC20	CDC20	ENSG00000117399											
cyt_mrna_WEE1_202_	Cytoplasm	0.005376217	ENST00000450114.7	m_WEE1	WEE1	ENSG00000166483											
cyt_mrna_CHEK1_204_	Cytoplasm	0.005376217	ENST00000438015.7	m_CHEK1	CHEK1	ENSG00000149554											
cyt_mrna_CDKN1A_201_	Cytoplasm	0.003794976	ENST00000244741.10	m_CDKN1A	CDKN1A	ENSG00000124762											
cyt_mrna_CDK1_203_	Cytoplasm	0.01391491	ENST00000395284.8	m_CDK1	CDK1	ENSG00000170312											
cyt_mrna_CDK2_201_	Cytoplasm	0.0006324961	ENST00000266970.9	m_CDK2	CDK2	ENSG00000123374											
cyt_mrna_CDK4_201_	Cytoplasm	0.003478728	ENST00000257904.11	m_CDK4	CDK4	ENSG00000135446											
cyt_mrna_CDK6_202_	Cytoplasm	0.002213736	ENST00000424848.3	m_CDK6	CDK6	ENSG00000124762											
cyt_mrna_TNFSF10_201_	Cytoplasm	0	ENST00000241261.7	m_TNFSF10	TNFSF10	ENSG00000121858											
cyt_mrna_TNFRSF10A_201_	Cytoplasm	0.000316248	ENST00000221132.8	m_TNFRSF10A	TNFRSF10A	ENSG00000104689											
cyt_mrna_TNFRSF10B_201_	Cytoplasm	0.004111224	ENST00000276431.9	m_TNFRSF10B	TNFRSF10B	ENSG00000120889											
cyt_mrna_CFLAR_201_	Cytoplasm	0.00316248	ENST00000309955.8	m_CFLAR	CFLAR	ENSG00000003402											
cyt_mrna_CASP8_218_	Cytoplasm	0.002529984	ENST00000673742.1	m_CASP8	CASP8	ENSG00000064012											
cyt_mrna_CASP10_202_	Cytoplasm	0.00158124	ENST00000286186.11	m_CASP10	CASP10	ENSG00000003400											
cyt_mrna_BFAR_201_	Cytoplasm	0.01138493	ENST00000261658.7	m_BFAR	BFAR	ENSG00000103429											
cyt_mrna_CASP3_201_	Cytoplasm	0.004111224	ENST00000308394.9	m_CASP3	CASP3	ENSG00000164305											
cyt_mrna_CASP7_203_	Cytoplasm	0.007273705	ENST00000369318.8	m_CASP7	CASP7	ENSG00000165806											
cyt_mrna_CASP6_201_	Cytoplasm	0.008538697	ENST00000265164.7	m_CASP6	CASP6	ENSG00000138794											
cyt_mrna_XIAP_202_	Cytoplasm	0.00158124	ENST00000371199.8	m_XIAP	XIAP	ENSG00000101966											
cyt_mrna_PARP1_203_	Cytoplasm	0.006641209	ENST00000366794.10	m_PARP1	PARP1	ENSG00000143799											
cyt_mrna_BID_211_	Cytoplasm	0.00474372	ENST00000622694.5	m_BID	BID	ENSG00000015475											
cyt_mrna_BCL2_201_	Cytoplasm	0	ENST00000333681.5	m_BCL2	BCL2	ENSG00000171791											
cyt_mrna_BCL2L1_201_	Cytoplasm	0.0009487441	ENST00000307677.5	m_BCL2L1	BCL2L1	ENSG00000171552											
cyt_mrna_MCL1_202_	Cytoplasm	0.006641209	ENST00000369026.3	m_MCL1	MCL1	ENSG00000143384											
cyt_mrna_BAX_202_	Cytoplasm	0.0009487441	ENST00000345358.12	m_BAX	BAX	ENSG00000087088											
cyt_mrna_CYCS_201_	Cytoplasm	0.02909482	ENST00000305786.7	m_CYCS	CYCS	ENSG00000172115											
cyt_mrna_DIABLO_206_	Cytoplasm	0.002846232	ENST00000464942.7	m_DIABLO	DIABLO	ENSG00000184047											
cyt_mrna_APAF1_210_	Cytoplasm	0.0006324961	ENST00000551964.6	m_APAF1	APAF1	ENSG00000120868											
cyt_mrna_CASP9_201_	Cytoplasm	0.0006324961	ENST00000333868.10	m_CASP9	CASP9	ENSG00000132906											
cyt_mrna_BAD_201_	Cytoplasm	0.004111224	ENST00000309032.8	m_BAD	BAD	ENSG00000002330											
cyt_mrna_BBC3_203_	Cytoplasm	0.000316248	ENST00000439096.3	m_BBC3	BBC3	ENSG00000105327											
cyt_mrna_PMAIP1_202_	Cytoplasm	0.001264992	ENST00000316660.7	m_PMAIP1	PMAIP1	ENSG00000141682											
cyt_mrna_BCL2L11_204_	Cytoplasm	0.0009487441	ENST00000393256.8	m_BCL2L11	BCL2L11	ENSG00000153094											
cyt_mrna_EGF_201_	Cytoplasm	0	ENST00000265171.10	m_EGF	EGF	ENSG00000138798											
cyt_mrna_NRG1_203_	Cytoplasm	0	ENST00000405005.8	m_NRG1	NRG1	ENSG00000157168											
cyt_mrna_EGFR_201_	Cytoplasm	0.002529984	ENST00000275493.7	m_EGFR	EGFR	ENSG00000146648											
cyt_mrna_ERBB2_201_	Cytoplasm	0.001264992	ENST00000269571.10	m_ERBB2	ERBB2	ENSG00000141736											
cyt_mrna_ERBB3_201_	Cytoplasm	0.005376217	ENST00000267101.8	m_ERBB3	ERBB3	ENSG00000065361											
cyt_mrna_ERBB4_202_	Cytoplasm	0	ENST00000342788.9	m_ERBB4	ERBB4	ENSG00000178568											
cyt_mrna_EGFRvIII_	Cytoplasm	0	ENST00000275493.7	m_EGFRvIII	EGFRvIII	ENSG00000146648											
cyt_mrna_MET_202_	Cytoplasm	0.005692465	ENST00000397752.8	m_MET	MET	ENSG00000105976											
cyt_mrna_HGF_201_	Cytoplasm	0	ENST00000222390.11	m_HGF	HGF	ENSG00000019991											
cyt_mrna_PDGFRA_201_	Cytoplasm	0.000316248	ENST00000257290.10	m_PDGFRA	PDGFRA	ENSG00000134853											
cyt_mrna_PDGFRB_201_	Cytoplasm	0.000316248	ENST00000261799.9	m_PDGFRB	PDGFRB	ENSG00000113721											
cyt_mrna_PDGFB_201_	Cytoplasm	0	ENST00000331163.11	m_PDGFB	PDGFB	ENSG00000100311											
cyt_mrna_SPRY2_202_	Cytoplasm	0.0006324961	ENST00000377104.4	m_SPRY2	SPRY2	ENSG00000136158											
cyt_mrna_CBL_201_	Cytoplasm	0.0009487441	ENST00000264033.6	m_CBL	CBL	ENSG00000110395											
cyt_mrna_GRB2_202_	Cytoplasm	0.00158124	ENST00000316804.10	m_GRB2	GRB2	ENSG00000177885											
cyt_mrna_PLCG1_223_	Cytoplasm	0.000316248	ENST00000685551.1	m_PLCG1	PLCG1	ENSG00000124181											
cyt_mrna_PLCG2_208_	Cytoplasm	0.000316248	ENST00000564138.6	m_PLCG2	PLCG2	ENSG00000197943											
cyt_mrna_PIK3CA_201_	Cytoplasm	0.0006324961	ENST00000263967.4	m_PIK3CA	PIK3CA	ENSG00000121879											
cyt_mrna_PIK3CB_214_	Cytoplasm	0.0006324961	ENST00000674063.1	m_PIK3CB	PIK3CB	ENSG00000051382											
cyt_mrna_PIK3CG_205_	Cytoplasm	0	ENST00000496166.6	m_PIK3CG	PIK3CG	ENSG00000105851											
cyt_mrna_PIK3CD_202_	Cytoplasm	0	ENST00000377346.9	m_PIK3CD	PIK3CD	ENSG00000171608											
cyt_mrna_PIK3R1_211_	Cytoplasm	0.0006324961	ENST00000521381.6	m_PIK3R1	PIK3R1	ENSG00000145675											
cyt_mrna_PIK3R2_201_	Cytoplasm	0.000316248	ENST00000222254.13	m_PIK3R2	PIK3R2	ENSG00000105647											
cyt_mrna_PIK3R3_201_	Cytoplasm	0.002846232	ENST00000262741.10	m_PIK3R3	PIK3R3	ENSG00000117461											
cyt_mrna_PIK3R4_201_	Cytoplasm	0.000316248	ENST00000356763.8	m_PIK3R4	PIK3R4	ENSG00000196455											
cyt_mrna_PIK3C2A_206_	Cytoplasm	0.00158124	ENST00000691414.1	m_PIK3C2A	PIK3C2A	ENSG00000011405											
cyt_mrna_RASGRP1_201_	Cytoplasm	0	ENST00000310803.10	m_RASGRP1	RASGRP1	ENSG00000172575											
cyt_mrna_RASGRP3_202_	Cytoplasm	0.000316248	ENST00000403687.8	m_RASGRP3	RASGRP3	ENSG00000152689											
cyt_mrna_NRAS_201_	Cytoplasm	0.004427472	ENST00000369535.5	m_NRAS	NRAS	ENSG00000213281											
cyt_mrna_KRAS_202_	Cytoplasm	0.002529984	ENST00000311936.8	m_KRAS	KRAS	ENSG00000133703											
cyt_mrna_HRAS_201_	Cytoplasm	0.0009487441	ENST00000311189.8	m_HRAS	HRAS	ENSG00000174775											
cyt_mrna_NF1_202	Cytoplasm	0.001264992	ENST00000358273.9	m_NF1	NF1	ENSG00000196712											
cyt_mrna_RAF1_201_	Cytoplasm	0.001897488	ENST00000251849.9	m_RAF1	RAF1	ENSG00000132155											
cyt_mrna_BRAF_220_	Cytoplasm	0.000316248	ENST00000646891.2	m_BRAF	BRAF	ENSG00000157764											
cyt_mrna_MAP2K1_201_	Cytoplasm	0.0006324961	ENST00000307102.10	m_MAP2K1	MAP2K1	ENSG00000169032											
cyt_mrna_MAP2K2_201_	Cytoplasm	0.0009487441	ENST00000262948.10	m_MAP2K2	MAP2K2	ENSG00000126934											
cyt_mrna_DUSP6_201_	Cytoplasm	0.000316248	ENST00000279488.8	m_DUSP6	DUSP6	ENSG00000139318											
cyt_mrna_RPS6KA1_204_	Cytoplasm	0.000316248	ENST00000374168.7	m_RPS6KA1	RPS6KA1	ENSG00000117676											
cyt_mrna_RPS6KA2_201_	Cytoplasm	0.0006324961	ENST00000265678.9	m_RPS6KA2	RPS6KA2	ENSG00000071242											
cyt_mrna_RPS6KA3_201_	Cytoplasm	0.001264992	ENST00000379565.9	m_RPS6KA3	RPS6KA3	ENSG00000177189											
cyt_mrna_RPS6KA4_201_	Cytoplasm	0.000316248	ENST00000334205.9	m_RPS6KA4	RPS6KA4	ENSG00000162302											
cyt_mrna_DUSP1_201_	Cytoplasm	0.0009487441	ENST00000239223.4	m_DUSP1	DUSP1	ENSG00000120129											
cyt_mrna_FOS_201_	Cytoplasm	0.0009487441	ENST00000303562.9	m_FOS	FOS	ENSG00000170345											
cyt_mrna_JUN_201_	Cytoplasm	0.002213736	ENST00000371222.4	m_JUN	JUN	ENSG00000177606											
cyt_mrna_MYC_206_	Cytoplasm	0.0006324961	ENST00000621592.8	m_MYC	MYC	ENSG00000136997											
cyt_mrna_CTNNB1_201_	Cytoplasm	0.01043619	ENST00000349496.11	m_CTNNB1	CTNNB1	ENSG00000168036											
cyt_mrna_PTEN_201_	Cytoplasm	0.007273705	ENST00000371953.8	m_PTEN	PTEN	ENSG00000171862											
cyt_mrna_AKT1_218_	Cytoplasm	0.000316248	ENST00000649815.2	m_AKT1	AKT1	ENSG00000142208											
cyt_mrna_AKT2_206_	Cytoplasm	0.0009487441	ENST00000392038.7	m_AKT2	AKT2	ENSG00000105221											
cyt_mrna_PDPK1_202_	Cytoplasm	0.0009487441	ENST00000342085.9	m_PDPK1	PDPK1	ENSG00000140992											
cyt_mrna_RICTOR_202_	Cytoplasm	0.001264992	ENST00000357387.8	m_RICTOR	RICTOR	ENSG00000164327											
cyt_mrna_MTOR_201_	Cytoplasm	0.000316248	ENST00000361445.9	m_MTOR	MTOR	ENSG00000198793											
cyt_mrna_GSK3B_201_	Cytoplasm	0.0009487441	ENST00000264235.13	m_GSK3B	GSK3B	ENSG00000082701											
cyt_mrna_TSC1_201_	Cytoplasm	0.001264992	ENST00000298552.9	m_TSC1	TSC1	ENSG00000165699											
cyt_mrna_TSC2_201_	Cytoplasm	0.000316248	ENST00000219476.9	m_TSC2	TSC2	ENSG00000103197											
cyt_mrna_PRKCA_202_	Cytoplasm	0.0006324961	ENST00000413366.8	m_PRKCA	PRKCA	ENSG00000154229											
cyt_mrna_PRKCB_210_	Cytoplasm	0.000316248	ENST00000643927.1	m_PRKCB	PRKCB	ENSG00000166501											
cyt_mrna_PRKCG_201_	Cytoplasm	0	ENST00000263431.4	m_PRKCG	PRKCG	ENSG00000126583											
cyt_mrna_PRKCD_201_	Cytoplasm	0.0009487441	ENST00000330452.8	m_PRKCD	PRKCD	ENSG00000163932											
cyt_mrna_PEBP1_201_	Cytoplasm	0.01170118	ENST00000261313.3	m_PEBP1	PEBP1	ENSG00000089220											
